Order ID,Symbol,Type,Trade Type,Entry Price,Exit Price,Quantity,PnL,Return %,Max Profit,Min Profit,Avg Profit,Avg Loss,Capital Used,Entry Time,Exit Time,Exit Reason
1,NSE:NIFTY2611325700PE,LONG,REAL,107.75,102.50,1840,-300.00,-4.87%,+0.00,-9660.00,-,-9660.00,198260,2026-01-14 08:03:42,2026-01-14 08:03:42,Hard stop loss hit
2,BSE:SENSEX2611483600PE,LONG,REAL,462.40,436.30,420,-300.00,-5.64%,+0.00,-10962.00,-,-10962.00,194208,2026-01-14 08:03:42,2026-01-14 08:03:42,Hard stop loss hit
3,NSE:NIFTY2611325700PE,LONG,REAL,102.50,104.55,1940,+3977.00,+2.00%,+7178.00,+0.00,+5577.50,-,198850,2026-01-14 08:03:42,2026-01-14 08:03:43,Drop in percentage: 1.61% drop from peak profit (3.61% → 2.00%)
4,BSE:SENSEX2611483600PE,LONG,REAL,436.30,447.65,455,+5164.25,+2.60%,+8736.00,+0.00,+6950.12,-,198516,2026-01-14 08:03:42,2026-01-14 08:03:43,Drop in percentage: 1.80% drop from peak profit (4.40% → 2.60%)
5,NSE:NIFTY2611325700PE,LONG,REAL,104.55,131.30,1900,+50825.00,+25.59%,+54055.00,+0.00,+40605.71,-,198645,2026-01-14 08:03:43,2026-01-14 08:03:43,Drop in percentage: 1.63% drop from peak profit (27.21% → 25.59%)
6,BSE:SENSEX2611483600PE,LONG,REAL,447.65,544.60,420,+40719.00,+21.66%,+43365.00,+0.00,+30084.25,-,188013,2026-01-14 08:03:43,2026-01-14 08:03:44,Drop in percentage: 1.41% drop from peak profit (23.06% → 21.66%)
7,NSE:BANKNIFTY26JAN59600PE,LONG,REAL,660.35,678.50,300,+5445.00,+2.75%,+10185.00,+0.00,+7011.67,-,198105,2026-01-14 08:03:43,2026-01-14 08:03:44,Drop in percentage: 2.39% drop from peak profit (5.14% → 2.75%)
8,NSE:NIFTY2611325700PE,LONG,REAL,131.30,137.35,1520,+9196.00,+4.61%,+14820.00,+0.00,+12464.00,-,199576,2026-01-14 08:03:43,2026-01-14 08:03:44,Drop in percentage: 2.82% drop from peak profit (7.43% → 4.61%)
9,NSE:BANKNIFTY26JAN59600PE,LONG,REAL,678.50,675.70,270,-300.00,-0.41%,+0.00,-756.00,-,-756.00,183195,2026-01-14 08:03:44,2026-01-14 08:03:44,Hard stop loss hit
10,NSE:NIFTY2611325700PE,LONG,REAL,137.35,143.95,1440,+9504.00,+4.81%,+13392.00,+0.00,+11448.00,-,197784,2026-01-14 08:03:44,2026-01-14 08:03:44,Drop in percentage: 1.97% drop from peak profit (6.77% → 4.81%)
11,BSE:SENSEX2611483600PE,LONG,REAL,544.60,555.90,350,+3955.00,+2.07%,+7000.00,+0.00,+5477.50,-,190610,2026-01-14 08:03:44,2026-01-14 08:03:44,Drop in percentage: 1.60% drop from peak profit (3.67% → 2.07%)
12,NSE:FINNIFTY26JAN27600PE,LONG,REAL,325.80,345.00,600,+11520.00,+5.89%,+14520.00,+0.00,+13520.00,-,195480,2026-01-14 08:03:44,2026-01-14 08:03:45,Drop in percentage: 1.53% drop from peak profit (7.43% → 5.89%)
13,NSE:NIFTY2611325700PE,LONG,REAL,143.95,142.40,1380,-300.00,-1.08%,+0.00,-2139.00,-,-2139.00,198650,2026-01-14 08:03:44,2026-01-14 08:03:44,Hard stop loss hit
14,BSE:SENSEX2611483600PE,LONG,REAL,555.90,554.45,350,-300.00,-0.26%,+0.00,-507.50,-,-507.50,194565,2026-01-14 08:03:44,2026-01-14 08:03:44,Hard stop loss hit
15,NSE:NIFTY2611325700PE,LONG,REAL,142.40,163.25,1400,+29190.00,+14.64%,+34300.00,+0.00,+31167.50,-,199360,2026-01-14 08:03:44,2026-01-14 08:03:45,Drop in percentage: 2.56% drop from peak profit (17.21% → 14.64%)
16,BSE:SENSEX2611483600PE,LONG,REAL,554.45,610.60,350,+19652.50,+10.13%,+23065.00,+0.00,+21538.12,-,194057,2026-01-14 08:03:44,2026-01-14 08:03:45,Drop in percentage: 1.76% drop from peak profit (11.89% → 10.13%)
17,NSE:NIFTY2611325700PE,LONG,REAL,163.25,161.30,1220,-300.00,-1.19%,+0.00,-2379.00,-,-2379.00,199165,2026-01-14 08:03:45,2026-01-14 08:03:45,Hard stop loss hit
18,BSE:SENSEX2611483600PE,LONG,REAL,610.60,608.00,315,-300.00,-0.43%,+0.00,-819.00,-,-819.00,192339,2026-01-14 08:03:45,2026-01-14 08:03:45,Hard stop loss hit
19,NSE:NIFTY2611325700PE,LONG,REAL,161.30,153.40,1220,-300.00,-4.90%,+854.00,-9638.00,+854.00,-9638.00,196786,2026-01-14 08:03:45,2026-01-14 08:03:45,Breakeven stop hit (protected capital)
20,BSE:SENSEX2611483600PE,LONG,REAL,608.00,587.55,315,-300.00,-3.36%,+315.00,-6441.75,+315.00,-6441.75,191520,2026-01-14 08:03:45,2026-01-14 08:03:45,Breakeven stop hit (protected capital)
21,NSE:FINNIFTY26JAN27600PE,LONG,REAL,345.00,329.30,575,-300.00,-4.55%,+0.00,-9027.50,-,-9027.50,198375,2026-01-14 08:03:45,2026-01-14 08:03:45,Hard stop loss hit
22,NSE:FINNIFTY26JAN27600CE,LONG,PAPER,218.90,203.70,900,-13680.00,-6.94%,+0.00,-13680.00,-,-13680.00,197010,2026-01-14 08:03:48,2026-01-14 08:03:48,Microstructure: Volume spike with price rejection
23,NSE:BANKNIFTY26JAN59600PE,LONG,PAPER,649.00,695.00,300,+13800.00,+7.09%,+17145.00,+0.00,+10243.50,-,194700,2026-01-14 08:03:48,2026-01-14 08:03:49,Drop in percentage: 1.72% drop from peak profit (8.81% → 7.09%)
24,NSE:BANKNIFTY26JAN59600CE,LONG,PAPER,452.20,449.05,420,-300.00,-0.70%,+0.00,-1323.00,-,-1323.00,189924,2026-01-14 08:03:48,2026-01-14 08:03:48,Hard stop loss hit
25,NSE:BANKNIFTY26JAN59600CE,LONG,PAPER,449.05,446.70,420,-300.00,-0.52%,+0.00,-987.00,-,-987.00,188601,2026-01-14 08:03:48,2026-01-14 08:03:48,Hard stop loss hit
26,NSE:BANKNIFTY26JAN59600CE,LONG,PAPER,446.70,439.40,420,-300.00,-1.63%,+0.00,-3066.00,-,-3066.00,187614,2026-01-14 08:03:48,2026-01-14 08:03:48,Hard stop loss hit
27,NSE:NIFTY2611325700PE,LONG,PAPER,159.05,151.75,1240,-300.00,-4.59%,+0.00,-9052.00,-,-4557.00,197222,2026-01-14 08:03:49,2026-01-14 08:03:49,Hard stop loss hit
28,NSE:NIFTY2611325700PE,LONG,PAPER,151.75,149.80,1300,-300.00,-1.29%,+1105.00,-2535.00,+1105.00,-1300.00,197275,2026-01-14 08:03:49,2026-01-14 08:03:49,Breakeven stop hit (protected capital)
29,NSE:BANKNIFTY26JAN59600PE,LONG,REAL,695.00,692.05,270,-300.00,-0.42%,+0.00,-796.50,-,-796.50,187650,2026-01-14 08:03:49,2026-01-14 08:03:49,Hard stop loss hit
30,NSE:BANKNIFTY26JAN59600PE,LONG,REAL,692.05,690.95,270,-297.00,-0.16%,+1660.50,-297.00,+1316.25,-297.00,186853,2026-01-14 08:03:49,2026-01-14 08:03:50,Breakeven stop hit (protected capital)
31,NSE:BANKNIFTY26JAN59600PE,LONG,REAL,690.95,692.00,270,+283.50,+0.15%,+3820.50,+0.00,+2686.50,-,186556,2026-01-14 08:03:50,2026-01-14 08:03:50,Drop in percentage: 1.90% drop from peak profit (2.05% → 0.15%)
32,NSE:FINNIFTY26JAN27600PE,LONG,REAL,349.30,322.70,550,-14630.00,-7.62%,+0.00,-14630.00,-,-14630.00,192115,2026-01-14 08:03:50,2026-01-14 08:03:52,Microstructure: Volume spike with price rejection
33,BSE:SENSEX2611483600PE,LONG,REAL,520.20,505.00,350,-300.00,-2.92%,+0.00,-5320.00,-,-5320.00,182070,2026-01-14 08:03:50,2026-01-14 08:03:51,Hard stop loss hit
34,NSE:BANKNIFTY26JAN59600CE,LONG,REAL,453.85,451.75,420,-300.00,-0.46%,+0.00,-882.00,-,-882.00,190617,2026-01-14 08:03:51,2026-01-14 08:03:51,Hard stop loss hit
35,NSE:NIFTY2611325700CE,LONG,REAL,44.00,41.75,4540,-300.00,-5.11%,+0.00,-10215.00,-,-10215.00,199760,2026-01-14 08:03:51,2026-01-14 08:03:51,Hard stop loss hit
36,NSE:BANKNIFTY26JAN59600CE,LONG,REAL,451.75,448.35,420,-300.00,-0.75%,+0.00,-1428.00,-,-1428.00,189735,2026-01-14 08:03:51,2026-01-14 08:03:51,Hard stop loss hit
37,NSE:NIFTY2611325700CE,LONG,PAPER,41.75,45.25,4780,+16730.00,+8.38%,+21749.00,+0.00,+19239.50,-,199565,2026-01-14 08:03:51,2026-01-14 08:03:51,Drop in percentage: 2.51% drop from peak profit (10.90% → 8.38%)
38,NSE:BANKNIFTY26JAN59600CE,LONG,PAPER,448.35,447.90,420,-189.00,-0.10%,+4347.00,-189.00,+2590.00,-189.00,188307,2026-01-14 08:03:51,2026-01-14 08:03:52,Breakeven stop hit (protected capital)
39,NSE:NIFTY2611325700CE,LONG,REAL,45.25,39.10,4400,-300.00,-13.59%,+2860.00,-27060.00,+2860.00,-27060.00,199100,2026-01-14 08:03:51,2026-01-14 08:03:51,Breakeven stop hit (protected capital)
40,NSE:BANKNIFTY26JAN59600CE,LONG,REAL,447.90,444.80,420,-300.00,-0.69%,+0.00,-1302.00,-,-1302.00,188118,2026-01-14 08:03:52,2026-01-14 08:03:52,Hard stop loss hit
41,NSE:BANKNIFTY26JAN59600CE,LONG,REAL,444.80,447.75,420,+1239.00,+0.66%,+6384.00,+0.00,+3796.80,-,186816,2026-01-14 08:03:52,2026-01-14 08:03:52,Drop in percentage: 2.75% drop from peak profit (3.42% → 0.66%)
42,NSE:FINNIFTY26JAN27600PE,LONG,PAPER,322.70,330.65,600,+4770.00,+2.46%,+8100.00,+0.00,+7822.50,-,193620,2026-01-14 08:03:52,2026-01-14 08:03:55,Drop in percentage: 1.72% drop from peak profit (4.18% → 2.46%)
