Time,Open,High,Low,Close,TradeVol,Vol,date,datetime,daily_return_open_close,daily_return,state
1765433155,507.2,507.2,507.2,507.2,20,21840,2025-12-11T11:35:55+05:30,12-11-2025 11:35:55,-7.949999999999989,0.0,no
1765433160,507.2,507.2,507.2,507.2,0,21840,2025-12-11T11:36:00+05:30,12-11-2025 11:36:00,0.0,0.0,no
1765433165,513.45,513.45,513.45,513.45,20,22000,2025-12-11T11:36:05+05:30,12-11-2025 11:36:05,6.250000000000057,0.0,no
1765433170,513.45,513.45,513.45,513.45,0,22000,2025-12-11T11:36:10+05:30,12-11-2025 11:36:10,0.0,0.0,no
1765433175,513.45,513.45,513.45,513.45,0,22000,2025-12-11T11:36:15+05:30,12-11-2025 11:36:15,0.0,0.0,no
1765433180,516.2,520.9,516.2,520.9,60,22000,2025-12-11T11:36:20+05:30,12-11-2025 11:36:20,7.449999999999932,4.699999999999932,no
1765433185,520.4,520.4,520.4,520.4,40,22000,2025-12-11T11:36:25+05:30,12-11-2025 11:36:25,-0.5,0.0,no
1765433190,522.25,522.25,520.0,520.0,80,22000,2025-12-11T11:36:30+05:30,12-11-2025 11:36:30,-0.39999999999997726,-2.25,down
1765433195,520.0,520.0,520.0,520.0,0,22000,2025-12-11T11:36:35+05:30,12-11-2025 11:36:35,0.0,0.0,no
1765433200,515.55,515.55,514.8,514.8,40,22000,2025-12-11T11:36:40+05:30,12-11-2025 11:36:40,-5.2000000000000455,-0.75,down
1765433205,514.8,514.8,514.8,514.8,0,22000,2025-12-11T11:36:45+05:30,12-11-2025 11:36:45,0.0,0.0,no
1765433210,514.8,514.8,514.8,514.8,0,22000,2025-12-11T11:36:50+05:30,12-11-2025 11:36:50,0.0,0.0,no
1765433215,510.0,510.0,510.0,510.0,20,22000,2025-12-11T11:36:55+05:30,12-11-2025 11:36:55,-4.7999999999999545,0.0,no
1765433220,510.0,510.0,510.0,510.0,0,22000,2025-12-11T11:37:00+05:30,12-11-2025 11:37:00,0.0,0.0,no
1765433225,510.0,510.0,510.0,510.0,0,22000,2025-12-11T11:37:05+05:30,12-11-2025 11:37:05,0.0,0.0,no
1765433230,510.0,510.0,510.0,510.0,0,22000,2025-12-11T11:37:10+05:30,12-11-2025 11:37:10,0.0,0.0,no
